STATISTIC Label,Month,Selected Base Reference Period,UNIT,VALUE
Consumer Price Index,1986 February,Base December 2023=100,Base = 100,42.2
Consumer Price Index,1986 March,Base July 1914=100,Base = 100,4894.5
Consumer Price Index,1986 March,Base August 1947=100,Base = 100,1534.3
Consumer Price Index,1986 March,Base August 1953=100,Base = 100,1227.6
Consumer Price Index,1986 March,Base November 1968=100,Base = 100,754.5
Consumer Price Index,1986 March,Base November 1975=100,Base = 100,343.4
Consumer Price Index,1986 March,Base November 1982=100,Base = 100,125.4
Consumer Price Index,1986 March,Base November 1989=100,Base = 100,88.9
Consumer Price Index,1986 March,Base November 1996=100,Base = 100,75.3
Consumer Price Index,1986 March,Base December 2001=100,Base = 100,63.7
Consumer Price Index,1986 March,Base December 2006=100,Base = 100,54
Consumer Price Index,1986 March,Base December 2011=100,Base = 100,51.7
Consumer Price Index,1986 March,Base December 2016=100,Base = 100,51.1
Consumer Price Index,1986 March,Base December 2023=100,Base = 100,42.2
Consumer Price Index,1986 April,Base July 1914=100,Base = 100,4952.5
Consumer Price Index,1986 April,Base August 1947=100,Base = 100,1552.5
Consumer Price Index,1986 April,Base August 1953=100,Base = 100,1242.1
Consumer Price Index,1986 April,Base November 1968=100,Base = 100,763.4
Consumer Price Index,1986 April,Base November 1975=100,Base = 100,347.5
Consumer Price Index,1986 April,Base November 1982=100,Base = 100,126.9
Consumer Price Index,1986 April,Base November 1989=100,Base = 100,90
Consumer Price Index,1986 April,Base November 1996=100,Base = 100,76.2
Consumer Price Index,1986 April,Base December 2001=100,Base = 100,64.5
Consumer Price Index,1986 April,Base December 2006=100,Base = 100,54.6
Consumer Price Index,1986 April,Base December 2011=100,Base = 100,52.3
Consumer Price Index,1986 April,Base December 2016=100,Base = 100,51.7
Consumer Price Index,1986 April,Base December 2023=100,Base = 100,42.7
Consumer Price Index,1986 May,Base July 1914=100,Base = 100,4952.5
Consumer Price Index,1986 May,Base August 1947=100,Base = 100,1552.5
Consumer Price Index,1986 May,Base August 1953=100,Base = 100,1242.1
Consumer Price Index,1986 May,Base November 1968=100,Base = 100,763.4
Consumer Price Index,1986 May,Base November 1975=100,Base = 100,347.5
Consumer Price Index,1986 May,Base November 1982=100,Base = 100,126.9
Consumer Price Index,1986 May,Base November 1989=100,Base = 100,90
Consumer Price Index,1986 May,Base November 1996=100,Base = 100,76.2
Consumer Price Index,1986 May,Base December 2001=100,Base = 100,64.5
Consumer Price Index,1986 May,Base December 2006=100,Base = 100,54.6
Consumer Price Index,1986 May,Base December 2011=100,Base = 100,52.3
Consumer Price Index,1986 May,Base December 2016=100,Base = 100,51.7
Consumer Price Index,1986 May,Base December 2023=100,Base = 100,42.7
Consumer Price Index,1986 June,Base July 1914=100,Base = 100,4952.5
Consumer Price Index,1986 June,Base August 1947=100,Base = 100,1552.5
Consumer Price Index,1986 June,Base August 1953=100,Base = 100,1242.1
Consumer Price Index,1986 June,Base November 1968=100,Base = 100,763.4
Consumer Price Index,1986 June,Base November 1975=100,Base = 100,347.5
Consumer Price Index,1986 June,Base November 1982=100,Base = 100,126.9
Consumer Price Index,1986 June,Base November 1989=100,Base = 100,90
Consumer Price Index,1986 June,Base November 1996=100,Base = 100,76.2
Consumer Price Index,1986 June,Base December 2001=100,Base = 100,64.5
Consumer Price Index,1986 June,Base December 2006=100,Base = 100,54.6
Consumer Price Index,1986 June,Base December 2011=100,Base = 100,52.3
Consumer Price Index,1986 June,Base December 2016=100,Base = 100,51.7
Consumer Price Index,1986 June,Base December 2023=100,Base = 100,42.7
Consumer Price Index,1986 July,Base July 1914=100,Base = 100,4952.5
Consumer Price Index,1986 July,Base August 1947=100,Base = 100,1552.5
Consumer Price Index,1986 July,Base August 1953=100,Base = 100,1242.1
Consumer Price Index,1986 July,Base November 1968=100,Base = 100,763.4
Consumer Price Index,1986 July,Base November 1975=100,Base = 100,347.8
Consumer Price Index,1986 July,Base November 1982=100,Base = 100,127.1
Consumer Price Index,1986 July,Base November 1989=100,Base = 100,90.1
Consumer Price Index,1986 July,Base November 1996=100,Base = 100,76.3
Consumer Price Index,1986 July,Base December 2001=100,Base = 100,64.6
Consumer Price Index,1986 July,Base December 2006=100,Base = 100,54.7
Consumer Price Index,1986 July,Base December 2011=100,Base = 100,52.4
Consumer Price Index,1986 July,Base December 2016=100,Base = 100,51.8
Consumer Price Index,1986 July,Base December 2023=100,Base = 100,42.7
Consumer Price Index,1986 August,Base July 1914=100,Base = 100,4952.5
Consumer Price Index,1986 August,Base August 1947=100,Base = 100,1552.5
Consumer Price Index,1986 August,Base August 1953=100,Base = 100,1242.1
Consumer Price Index,1986 August,Base November 1968=100,Base = 100,763.4
Consumer Price Index,1986 August,Base November 1975=100,Base = 100,347.8
Consumer Price Index,1986 August,Base November 1982=100,Base = 100,127.1
Consumer Price Index,1986 August,Base November 1989=100,Base = 100,90.1
Consumer Price Index,1986 August,Base November 1996=100,Base = 100,76.3
Consumer Price Index,1986 August,Base December 2001=100,Base = 100,64.6
Consumer Price Index,1986 August,Base December 2006=100,Base = 100,54.7
Consumer Price Index,1986 August,Base December 2011=100,Base = 100,52.4
Consumer Price Index,1986 August,Base December 2016=100,Base = 100,51.8
Consumer Price Index,1986 August,Base December 2023=100,Base = 100,42.7
Consumer Price Index,1986 September,Base July 1914=100,Base = 100,4952.5
Consumer Price Index,1986 September,Base August 1947=100,Base = 100,1552.5
Consumer Price Index,1986 September,Base August 1953=100,Base = 100,1242.1
Consumer Price Index,1986 September,Base November 1968=100,Base = 100,763.4
Consumer Price Index,1986 September,Base November 1975=100,Base = 100,347.8
Consumer Price Index,1986 September,Base November 1982=100,Base = 100,127.1
Consumer Price Index,1986 September,Base November 1989=100,Base = 100,90.1
Consumer Price Index,1986 September,Base November 1996=100,Base = 100,76.3
Consumer Price Index,1986 September,Base December 2001=100,Base = 100,64.6
Consumer Price Index,1986 September,Base December 2006=100,Base = 100,54.7
Consumer Price Index,1986 September,Base December 2011=100,Base = 100,52.4
Consumer Price Index,1986 September,Base December 2016=100,Base = 100,51.8
Consumer Price Index,1986 September,Base December 2023=100,Base = 100,42.7
Consumer Price Index,1986 October,Base July 1914=100,Base = 100,4964.1
Consumer Price Index,1986 October,Base August 1947=100,Base = 100,1556.1
Consumer Price Index,1986 October,Base August 1953=100,Base = 100,1245
Consumer Price Index,1986 October,Base November 1968=100,Base = 100,765.2
Consumer Price Index,1986 October,Base November 1975=100,Base = 100,348.7
Consumer Price Index,1986 October,Base November 1982=100,Base = 100,127.4
Consumer Price Index,1986 October,Base November 1989=100,Base = 100,90.3
Consumer Price Index,1986 October,Base November 1996=100,Base = 100,76.5
Consumer Price Index,1986 October,Base December 2001=100,Base = 100,64.7
Consumer Price Index,1986 October,Base December 2006=100,Base = 100,54.8
Consumer Price Index,1986 October,Base December 2011=100,Base = 100,52.5
Consumer Price Index,1986 October,Base December 2016=100,Base = 100,51.9
Consumer Price Index,1986 October,Base December 2023=100,Base = 100,42.8
Consumer Price Index,1986 November,Base July 1914=100,Base = 100,4964.1
Consumer Price Index,1986 November,Base August 1947=100,Base = 100,1556.1
Consumer Price Index,1986 November,Base August 1953=100,Base = 100,1245
Consumer Price Index,1986 November,Base November 1968=100,Base = 100,765.2
Consumer Price Index,1986 November,Base November 1975=100,Base = 100,348.7
Consumer Price Index,1986 November,Base November 1982=100,Base = 100,127.4
Consumer Price Index,1986 November,Base November 1989=100,Base = 100,90.3
Consumer Price Index,1986 November,Base November 1996=100,Base = 100,76.5
Consumer Price Index,1986 November,Base December 2001=100,Base = 100,64.7
Consumer Price Index,1986 November,Base December 2006=100,Base = 100,54.8
Consumer Price Index,1986 November,Base December 2011=100,Base = 100,52.5
Consumer Price Index,1986 November,Base December 2016=100,Base = 100,51.9
Consumer Price Index,1986 November,Base December 2023=100,Base = 100,42.8
Consumer Price Index,1986 December,Base July 1914=100,Base = 100,4964.1
Consumer Price Index,1986 December,Base August 1947=100,Base = 100,1556.1
Consumer Price Index,1986 December,Base August 1953=100,Base = 100,1245
Consumer Price Index,1986 December,Base November 1968=100,Base = 100,765.2
Consumer Price Index,1986 December,Base November 1975=100,Base = 100,348.7
Consumer Price Index,1986 December,Base November 1982=100,Base = 100,127.4
Consumer Price Index,1986 December,Base November 1989=100,Base = 100,90.3
Consumer Price Index,1986 December,Base November 1996=100,Base = 100,76.5
Consumer Price Index,1986 December,Base December 2001=100,Base = 100,64.7
Consumer Price Index,1986 December,Base December 2006=100,Base = 100,54.8
Consumer Price Index,1986 December,Base December 2011=100,Base = 100,52.5
Consumer Price Index,1986 December,Base December 2016=100,Base = 100,51.9
Consumer Price Index,1986 December,Base December 2023=100,Base = 100,42.8
Consumer Price Index,1987 January,Base July 1914=100,Base = 100,5056.9
Consumer Price Index,1987 January,Base August 1947=100,Base = 100,1585.2
Consumer Price Index,1987 January,Base August 1953=100,Base = 100,1268.3
Consumer Price Index,1987 January,Base November 1968=100,Base = 100,779.5
Consumer Price Index,1987 January,Base November 1975=100,Base = 100,355.1
Consumer Price Index,1987 January,Base November 1982=100,Base = 100,129.7
Consumer Price Index,1987 January,Base November 1989=100,Base = 100,91.9
Consumer Price Index,1987 January,Base November 1996=100,Base = 100,77.9
Consumer Price Index,1987 January,Base December 2001=100,Base = 100,65.9
Consumer Price Index,1987 January,Base December 2006=100,Base = 100,55.8
Consumer Price Index,1987 January,Base December 2011=100,Base = 100,53.5
Consumer Price Index,1987 January,Base December 2016=100,Base = 100,52.8
Consumer Price Index,1987 January,Base December 2023=100,Base = 100,43.6
Consumer Price Index,1987 February,Base July 1914=100,Base = 100,5056.9
Consumer Price Index,1987 February,Base August 1947=100,Base = 100,1585.2
Consumer Price Index,1987 February,Base August 1953=100,Base = 100,1268.3
Consumer Price Index,1987 February,Base November 1968=100,Base = 100,779.5
Consumer Price Index,1987 February,Base November 1975=100,Base = 100,355.1
Consumer Price Index,1987 February,Base November 1982=100,Base = 100,129.7
Consumer Price Index,1987 February,Base November 1989=100,Base = 100,91.9
Consumer Price Index,1987 February,Base November 1996=100,Base = 100,77.9
Consumer Price Index,1987 February,Base December 2001=100,Base = 100,65.9
Consumer Price Index,1987 February,Base December 2006=100,Base = 100,55.8
Consumer Price Index,1987 February,Base December 2011=100,Base = 100,53.5
Consumer Price Index,1987 February,Base December 2016=100,Base = 100,52.8
Consumer Price Index,1987 February,Base December 2023=100,Base = 100,43.6
Consumer Price Index,1987 March,Base July 1914=100,Base = 100,5056.9
Consumer Price Index,1987 March,Base August 1947=100,Base = 100,1585.2
Consumer Price Index,1987 March,Base August 1953=100,Base = 100,1268.3
Consumer Price Index,1987 March,Base November 1968=100,Base = 100,779.5
Consumer Price Index,1987 March,Base November 1975=100,Base = 100,355.1
Consumer Price Index,1987 March,Base November 1982=100,Base = 100,129.7
Consumer Price Index,1987 March,Base November 1989=100,Base = 100,91.9
Consumer Price Index,1987 March,Base November 1996=100,Base = 100,77.9
Consumer Price Index,1987 March,Base December 2001=100,Base = 100,65.9
Consumer Price Index,1987 March,Base December 2006=100,Base = 100,55.8
Consumer Price Index,1987 March,Base December 2011=100,Base = 100,53.5
Consumer Price Index,1987 March,Base December 2016=100,Base = 100,52.8
Consumer Price Index,1987 March,Base December 2023=100,Base = 100,43.6
Consumer Price Index,1987 April,Base July 1914=100,Base = 100,5091.7
Consumer Price Index,1987 April,Base August 1947=100,Base = 100,1596.1
Consumer Price Index,1987 April,Base August 1953=100,Base = 100,1277
Consumer Price Index,1987 April,Base November 1968=100,Base = 100,784.8
Consumer Price Index,1987 April,Base November 1975=100,Base = 100,357.2
Consumer Price Index,1987 April,Base November 1982=100,Base = 100,130.5
Consumer Price Index,1987 April,Base November 1989=100,Base = 100,92.5
Consumer Price Index,1987 April,Base November 1996=100,Base = 100,78.3
Consumer Price Index,1987 April,Base December 2001=100,Base = 100,66.3
Consumer Price Index,1987 April,Base December 2006=100,Base = 100,56.2
Consumer Price Index,1987 April,Base December 2011=100,Base = 100,53.8
Consumer Price Index,1987 April,Base December 2016=100,Base = 100,53.2
Consumer Price Index,1987 April,Base December 2023=100,Base = 100,43.9
Consumer Price Index,1987 May,Base July 1914=100,Base = 100,5091.7
Consumer Price Index,1987 May,Base August 1947=100,Base = 100,1596.1
Consumer Price Index,1987 May,Base August 1953=100,Base = 100,1277
Consumer Price Index,1987 May,Base November 1968=100,Base = 100,784.8
Consumer Price Index,1987 May,Base November 1975=100,Base = 100,357.2
Consumer Price Index,1987 May,Base November 1982=100,Base = 100,130.5
Consumer Price Index,1987 May,Base November 1989=100,Base = 100,92.5
Consumer Price Index,1987 May,Base November 1996=100,Base = 100,78.3
Consumer Price Index,1987 May,Base December 2001=100,Base = 100,66.3
Consumer Price Index,1987 May,Base December 2006=100,Base = 100,56.2
